speaker	avg_en avg_zh
SPEAKER0112	0.8364457562565800	0.0136614466260653
SPEAKER1439	0.8381643116474150	0.012982413775171200
SPEAKER2030	0.8383861124515530	0.014324823953211300
SPEAKER9118	0.8403003957122570	0.15141324067954000
SPEAKER2061	0.8415219068527220	0.01806491264651410
SPEAKER9601	0.8433303086613130	0.09947129893461590
SPEAKER0567	0.8446299225091930	0.04958725954147670
SPEAKER2236	0.8458728730678560	0.013294316348037700
SPEAKER0056	0.847374464571476	0.061648209928534900
SPEAKER3020	0.8482197970151900	0.01699314589786810
SPEAKER1039	0.8536878570914270	0.017508729972178100
SPEAKER6912	0.8550009936094280	0.031364234590728300
SPEAKER3631	0.8565021008253100	0.06518016964546410
SPEAKER5017	0.8592381030321120	0.03185858482029290
SPEAKER0145	0.8599138885736470	0.04946006204700100
SPEAKER1027	0.8599740959703920	0.008491424735984770
SPEAKER5432	0.8612411245703700	0.0430968811357161
SPEAKER5414	0.864048770070076	0.0342498247657204
SPEAKER1372	0.8644568502902990	0.09816652222070840
SPEAKER3412	0.866532722581178	0.008761727040837290
SPEAKER0094	0.8669657856225970	0.016327774421370100
SPEAKER2740	0.8670230612158780	0.027405371786881000
SPEAKER2937	0.8674570560455320	0.013146714570757500
SPEAKER3214	0.8676733203232290	0.02774035791371720
SPEAKER1156	0.8689071267843250	0.021141657521366100
SPEAKER5015	0.87097048163414	0.013808161617453200
SPEAKER2034	0.8718754902482030	0.06925402457127350
SPEAKER1469	0.8725033298134800	0.041369649299304
SPEAKER2427	0.8754788130521780	0.05475936292787080
SPEAKER2089	0.8778756514191630	0.003828579468972750
SPEAKER2450	0.8816605433821680	0.09782815370708700
SPEAKER9555	0.8822637587785720	0.03842392277438190
SPEAKER1465	0.8838592588901520	0.04086158585851080
SPEAKER0003	0.8868718206882480	0.011452875643226400
SPEAKER8584	0.8880492180585860	0.013586373801808800
SPEAKER0114	0.8883225711339040	0.001173728355570350
SPEAKER0001	0.8897872865200040	0.006095048772840530
SPEAKER3002	0.8911111503839490	0.04258043586160060
SPEAKER9628	0.8920987377564110	0.04874221278150800
SPEAKER1037	0.8923537045717240	0.009858047496527430
SPEAKER6048	0.8931371554732320	0.07073138155392370
SPEAKER9070	0.8944458469748500	0.0361808115238091
SPEAKER1336	0.8964868575334550	0.04460517285624520
SPEAKER2208	0.898636081814766	0.005372070850717140
SPEAKER3014	0.8995289608836170	0.01512163287261500
SPEAKER1029	0.9005102634429930	0.004574476677225900
SPEAKER6010	0.9006413072347640	0.03424808080308140
SPEAKER9612	0.9012478888034820	0.03129755237023350
SPEAKER1293	0.9013802111148830	0.00905062633974012
SPEAKER2621	0.9045406013727190	0.02345003691443710
SPEAKER1044	0.906189551949501	0.05201522269344420
SPEAKER4005	0.9076083093881610	0.03400076714751780
SPEAKER2016	0.9091429799795150	0.007960990119318010
SPEAKER2112	0.9092498898506170	0.05581534646917130
SPEAKER3208	0.9096448808908460	0.0554368628305383
SPEAKER2251	0.9121725350618360	0.05231657824188010
SPEAKER2244	0.9128224581480030	0.04514016688335690
SPEAKER3837	0.9133269727230070	0.02379358355537990
SPEAKER2059	0.9144056051969530	0.032819214911432900
SPEAKER2242	0.9166070640087130	0.011729861075582400
SPEAKER2031	0.9177002280950550	0.013454505817208000
SPEAKER3027	0.9197119638323780	0.012181913554377400
SPEAKER2892	0.9197471588850020	0.004677962333880710
SPEAKER2981	0.9201987117528920	0.03890571666997860
SPEAKER2116	0.921733221411705	0.025070257222978400
SPEAKER0135	0.9230168968439100	0.05008455902570860
SPEAKER0765	0.9240993037819860	0.008169323051697570
SPEAKER2451	0.9241796627640720	0.00942656857878319
SPEAKER2438	0.9242091625928880	0.01602422950527400
SPEAKER2538	0.9250478148460390	0.05640607395907860
SPEAKER2168	0.9252963155508040	0.019711499918048500
SPEAKER2002	0.92594373524189	0.03787185487453830
SPEAKER2448	0.9266846746206280	0.023877176289534000
SPEAKER8153	0.9294834345579150	0.04757599588483570
SPEAKER0813	0.9299506962299350	0.01721526882320180
SPEAKER2380	0.9305385112762450	0.008139130397466940
SPEAKER2897	0.9317194551229480	0.015019981648947600
SPEAKER2917	0.9323274612426760	0.04392657119606160
SPEAKER1420	0.932615089416504	0.012464638351230000
SPEAKER0157	0.9337497353553770	0.00727603705599904
SPEAKER5551	0.9347785741090780	0.018325612094486100
SPEAKER0024	0.9359215706586840	0.03919944658046010
SPEAKER3007	0.9379572570323940	0.017841951744048900
SPEAKER8581	0.9384412974119190	0.015033197542652500
SPEAKER2022	0.9399530440568920	0.03697462946583980
SPEAKER1030	0.9407965868711470	0.005292158880911300
SPEAKER1033	0.9408140301704410	0.0016753640949900700
SPEAKER2007	0.9439066171646120	0.02211072207574030
SPEAKER2036	0.9441798388957980	0.00797507924871752
SPEAKER7551	0.9449675023555760	0.03149826463486530
SPEAKER5408	0.9474144101142880	0.01829132079728880
SPEAKER6121	0.9482176721096040	0.020148870124830900
SPEAKER2179	0.9485383331775670	0.007846916647395120
SPEAKER0006	0.9496706873178480	0.014120572708634400
SPEAKER9088	0.9510833948850630	0.01657433890795800
SPEAKER8063	0.9515380471944810	0.005466783561860210
SPEAKER2355	0.9540552496910100	0.01149987590033560
SPEAKER5418	0.9549894690513610	0.0028792815039196300
SPEAKER2170	0.9551852643489840	0.007827945670578630
SPEAKER2282	0.9558848112821580	0.005768990963406400
SPEAKER3023	0.9571132838726040	0.020822134437185000
SPEAKER0811	0.9573389500379560	0.005445393110858280
SPEAKER6067	0.9580652058124540	0.031318428917438700
SPEAKER8068	0.9584634751081470	0.011441476766049200
SPEAKER2430	0.9589656978845600	0.012104156659916000
SPEAKER2129	0.9621278822422030	0.0028824862476540100
SPEAKER5195	0.9630592882633210	0.006463848851853980
SPEAKER0482	0.9638059914112090	0.0037998733489075700
SPEAKER1099	0.9644312471151350	0.003570168191072300
SPEAKER2799	0.9693256795406340	0.006798012115905290
SPEAKER5218	0.9709005534648900	0.01917096190227310
SPEAKER2327	0.9717003315687180	0.008232987437804700
SPEAKER2402	0.9733193397521970	0.012468825472387800
